kind,device,device_type,kernel,modulus,bits,operation,items,seconds,ops_per_sec,mismatches
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,SUBTRACT,50000,0.001090720,45841266.719,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,SUBTRACT,50000,0.000069752,716821875.668,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,SUBTRACT,50000,0.001129707,44259251.089,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,SUBTRACT,50000,0.000070455,709677345.671,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,SUBTRACT,50000,0.001047131,47749532.351,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,SUBTRACT,50000,0.000071993,694511024.294,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,SUBTRACT,50000,0.001089791,45880363.781,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,SUBTRACT,50000,0.000045775,1092311112.920,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,SUBTRACT,50000,0.001058228,47248783.029,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,SUBTRACT,50000,0.000042031,1189609820.519,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,SUBTRACT,50000,0.001015171,49252766.157,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,SUBTRACT,50000,0.000544496,91828059.277,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,SUBTRACT,50000,0.001666168,30008983.172,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,ADDMOD,50000,0.004286705,11663971.475,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,ADDMOD,50000,0.000364443,137195557.577,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,ADDMOD,50000,0.001396984,35791394.133,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,ADDMOD,50000,0.000157751,316954914.278,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,ADDMOD,50000,0.001137901,43940549.937,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,ADDMOD,50000,0.000091087,548925311.848,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,ADDMOD,50000,0.001073312,46584776.218,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,ADDMOD,50000,0.000071241,701847088.661,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,ADDMOD,50000,0.001055317,47379128.756,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,ADDMOD,50000,0.000074157,674240715.344,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,ADDMOD,50000,0.001089519,45891815.616,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,ADDMOD,50000,0.000039592,1262869100.489,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,ADDMOD,50000,0.001052491,47506327.913,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,ADDMOD,50000,0.000039632,1261622672.369,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,ADDMOD,50000,0.001014756,49272926.781,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,ADDMOD,50000,0.000625668,79914575.339,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,ADDMOD,50000,0.001742937,28687215.570,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,SUBTRACTMOD,50000,0.003036486,16466402.364,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,SUBTRACTMOD,50000,0.000364710,137095359.598,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,SUBTRACTMOD,50000,0.001346912,37121943.583,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,SUBTRACTMOD,50000,0.000158722,315017023.224,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,SUBTRACTMOD,50000,0.001145974,43631014.888,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,SUBTRACTMOD,50000,0.000091111,548779425.534,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,SUBTRACTMOD,50000,0.001077935,46384981.822,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,SUBTRACTMOD,50000,0.000072710,687661276.770,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,SUBTRACTMOD,50000,0.001052285,47515661.989,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,SUBTRACTMOD,50000,0.000074789,668548157.003,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,SUBTRACTMOD,50000,0.001086842,46004835.697,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,SUBTRACTMOD,50000,0.000039466,1266922106.853,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,SUBTRACTMOD,50000,0.001057593,47277159.377,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,SUBTRACTMOD,50000,0.000038993,1282294143.499,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,SUBTRACTMOD,50000,0.001021801,48933228.091,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,SUBTRACTMOD,50000,0.000584388,85559571.749,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,SUBTRACTMOD,50000,0.001558850,32074935.506,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.001580179,31641990.117,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.009113029,5486650.152,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.010122972,4939261.111,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.002196014,22768525.907,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.003398674,14711621.578,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.000628954,79497095.067,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.001821734,27446377.843,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.000119191,419495946.242,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.001321113,37846883.614,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.000121852,410332557.820,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.001287980,38820478.424,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.000052344,955218333.215,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.001219839,40989020.547,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.000055682,897957636.984,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.001205856,41464321.451,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.011015134,4539209.447,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MULTIPLYOPERANDSCANNING,50000,0.012383658,4037579.060,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.001582762,31590341.976,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.005051045,9898942.200,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.006232260,8022772.099,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.001082530,46188085.943,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.002287500,21857927.256,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.000289120,172938703.775,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.001423791,35117512.481,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.000285298,175255572.966,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.001419382,35226594.403,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.000288906,173066926.276,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.001460060,34245156.813,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.000183815,272012419.314,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.001353713,36935457.621,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.000158021,316413187.642,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.001356989,36846278.523,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.009436658,5298486.163,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MULTIPLYPRODUCTSCANNING,50000,0.010909909,4582989.487,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.012285752,4069754.875,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.000974676,51299117.290,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.001932582,25872124.925,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.000241760,206816536.974,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.001254329,39861935.543,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.000079406,629671966.409,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.001048895,47669232.012,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.000086866,575597083.798,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.001102680,45344056.811,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.000082932,602900583.955,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.001114594,44859391.069,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.000066279,754392423.348,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.001088275,45944284.680,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.000064777,771876401.070,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.001091955,45789423.085,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.030294795,1650448.557,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MONTGOMERYMULTIPLICATION,50000,0.038973592,1282919.976,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,COMPARE,50000,0.000542657,92139157.059,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,COMPARE,50000,0.000174807,286029106.330,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,COMPARE,50000,0.001037667,48185034.815,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,COMPARE,50000,0.000089390,559345410.598,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,COMPARE,50000,0.001075532,46488609.024,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,COMPARE,50000,0.000052895,945261835.341,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,COMPARE,50000,0.001039132,48117060.300,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,COMPARE,50000,0.000052752,947831842.096,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,COMPARE,50000,0.001072785,46607666.330,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,COMPARE,50000,0.000020292,2464066972.645,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,COMPARE,50000,0.001036528,48237940.490,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,COMPARE,50000,0.000019928,2508977063.277,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,COMPARE,50000,0.000986444,50687123.130,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,COMPARE,50000,0.000289265,172851843.552,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,COMPARE,50000,0.001354469,36914835.631,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,REDUCE,6250,0.000188448,33165729.649,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,REDUCE,6300,0.000196477,32064756.839,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,REDUCE,6300,0.000487557,12921574.547,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,REDUCE,6300,0.000105036,59979194.297,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,REDUCE,6300,0.000364142,17300964.954,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,REDUCE,6300,0.000049280,127840902.052,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,REDUCE,6300,0.000294641,21381977.606,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,REDUCE,6300,0.000050116,125707527.897,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,REDUCE,6300,0.000256279,24582537.453,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,REDUCE,6300,0.000047356,133035192.952,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,REDUCE,6300,0.000252109,24989189.107,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,REDUCE,6300,0.000045493,138482097.347,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,REDUCE,6300,0.000248283,25374255.384,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,REDUCE,6300,0.005220538,1206772.174,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,REDUCE,6300,0.005527735,1139707.363,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,MODMUL,3125,0.000441125,7084165.235,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MODMUL,6300,0.000575846,10940423.883,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MODMUL,6300,0.000872543,7220273.855,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MODMUL,6300,0.000266938,23601026.757,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MODMUL,6300,0.000564506,11160194.761,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MODMUL,6300,0.000121022,52056804.297,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MODMUL,6300,0.000394881,15954182.762,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MODMUL,6300,0.000107868,58404910.045,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MODMUL,6300,0.000389656,16168105.096,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MODMUL,6300,0.000118291,53258487.184,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MODMUL,6300,0.000392571,16048048.708,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MODMUL,6300,0.000104208,60456274.722,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MODMUL,6300,0.000358313,17582377.244,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MODMUL,6300,0.018282281,344595.946,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MODMUL,6300,0.018552309,339580.374,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,MODEXP,781,0.011438826,68276.237,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MODEXP,6300,0.024212465,260196.559,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,MODEXP,6300,0.024510939,257028.100,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MODEXP,6300,0.005890895,1069447.060,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,MODEXP,6300,0.006197657,1016513.104,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MODEXP,6300,0.003935836,1600676.347,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-opt,secp256k1,256,MODEXP,6300,0.004155658,1516005.340,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MODEXP,6300,0.003166649,1989484.475,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-o64,secp256k1,256,MODEXP,6300,0.003491253,1804509.903,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MODEXP,6300,0.003935063,1600990.781,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il,secp256k1,256,MODEXP,6300,0.004272627,1474502.788,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MODEXP,6300,0.003167959,1988662.145,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w32-il64,secp256k1,256,MODEXP,6300,0.003476202,1812322.505,0
opencl-kernel,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MODEXP,6300,0.634623285,9927.149,0
opencl-e2e,cpu-haswell-Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,CPU,w8,secp256k1,256,MODEXP,6300,0.633215841,9949.214,0
library,Intel(R) Xeon(R) CPU E5-2697A v4 @ 2.60GHz,host-cpu,gmp-1t,secp256k1,256,EXPONENTIATION,781,0.004042570,193193.955,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,EXPONENTIATION,6300,0.119391607,52767.528,0
opencl-e2e,NVIDIA GeForce GTX 1060 3GB,GPU,w8,secp256k1,256,EXPONENTIATION,6300,0.119720075,52622.753,0
opencl-kernel,NVIDIA GeForce GTX 1060 3GB,GPU,w16,secp256k1,256,EXPONENTIATION,6300,0.021973701,286706.365,0
